TextBlob_Analysis Biden Inflation,TextBlob_Analysis Trump Inflation,TextBlob_Analysis Biden Immigration,TextBlob_Analysis Trump Immigration,variable,value
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Neutral,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Neutral,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Neutral,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Neutral,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Negative,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Neutral,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Neutral,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Neutral,NA,NA,Positive,Polarity:  Trump Inflation,NA
Negative,NA,NA,Positive,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
Neutral,NA,NA,Negative,Polarity:  Trump Inflation,NA
Positive,NA,NA,Positive,Polarity:  Trump Inflation,NA
